rank_today;tier;action;Beteckn;Kommun;status;priority_class;score;Inkomdatum;days_left;valid_until;AnmaldHa;area_ha_geom;Avverktyp;Skogstyp;new_since_last_run;needs_survey;survey_reasons;annex4_inside;protected_plant_inside;priobird_inside;threatened_inside;n_key_species_inside;n_key_species_500;nyckelbiotop_share;hcvf_mean;noble_share;tall_share;natura2000_dist_m;natura2000_nearest;reserve_dist_m;reserve_nearest;species_inside;species_within_150;x_sweref;y_sweref;lon;lat
300;3;"Bevaka; begär tillsyn om avverkning inte skett";A 52743-2021;ÅTVIDABERG;Avverkning tillåten: äldre anmälan;Hög;61.5;2021-09-28;-1762;2026-09-27;0.5;0.489324226651713;Föryngringsavverkning;Normal skog;FALSE;TRUE;"art i bilaga IV inom 150 m (4 a §); rödlistad/bilaga IV-fridlyst art inom 150 m (6/8 §, buffertzon); hög skog >= 20 m på 95 %";0;0;0;0;0;5;0;40;0;0.949;4330;Stora och Lilla Löpgöl;6;Kojmon;"";Buxbaumia viridis (grön sköldmossa, LC, bil. IV, fridlyst, 2013);577033;6450040;16.31004;58.18486
301;3;"Bevaka; begär tillsyn om avverkning inte skett";A 33003-2024;KINDA;Avverkning tillåten: äldre anmälan;Hög;61.4;2024-08-13;-712;2029-08-12;2.4;2.4423499999987;Avverkning för annat ändamål;Normal skog;FALSE;TRUE;"allmän fridlyst art (t.ex. orkidé) inom 150 m, ej utlösande; prioriterad fågelart inom området (4 §); hög skog >= 20 m på 67 %";0;0;1;0;2;12;0;50;0.063;0.667;2189;Räckeskog;2220;Räckeskog;"Emberiza schoeniclus (sävsparv, LC, prio. fågel, 2025); Scorzonera humilis (svinrot, NT, 2026)";"Platanthera bifolia (nattviol, LC, fridlyst, 2026); Turdus pilaris (björktrast, NT, prio. fågel, 2024); Leontodon hispidus (sommarfibbla, NT, 2026); Polygala vulgaris (jungfrulin, NT, 2026)";545972;6445536;15.781;58.14873
302;3;"Bevaka; begär tillsyn om avverkning inte skett";A 21719-2024;FINSPÅNG;Avverkning tillåten: äldre anmälan;Hög;61.3;2024-05-30;-787;2029-05-29;1.3;1.32566114629172;Föryngringsavverkning;Normal skog;FALSE;TRUE;"nyckelbiotop överlappar; hög skoglig naturvärdessannolikhet (HCVF 81); hög skog >= 20 m på 98 %";0;0;0;0;0;0;0.90390293313203;80.6;0.082;0.976;2115;Prästängsuddens lövskog;2115;Prästängsuddens lövskog;"";"";549119;6534617;15.8537;58.94838
303;3;"Bevaka; begär tillsyn om avverkning inte skett";A 19324-2025;NORRKÖPING;Avverkning tillåten: äldre anmälan;Hög;61.1;2025-04-22;-460;2030-04-21;3.1;3.06200297002578;Föryngringsavverkning;Normal skog;FALSE;TRUE;"prioriterad fågelart inom 150 m (4 §); hög skoglig naturvärdessannolikhet (HCVF 75); hög skog >= 20 m på 90 %; Natura 2000 inom 43 m (Rödgölen-Svartgölen)";0;0;0;0;0;49;0;75.4;0;0.9;43;Rödgölen-Svartgölen;15;Rödgölen;"";Ficedula parva (mindre flugsnappare, LC, prio. fågel, 2026);565579;6504767;16.13094;58.67815
304;3;"Bevaka; begär tillsyn om avverkning inte skett";A 4982-2022;YDRE;Avverkning tillåten: äldre anmälan;Hög;60.9;2022-02-01;-1636;2027-01-31;5.8;5.85720715998895;Föryngringsavverkning;Normal skog;FALSE;TRUE;"art i bilaga IV inom 150 m (4 a §); rödlistad/bilaga IV-fridlyst art inom 150 m (6/8 §, buffertzon); hög skog >= 20 m på 87 %";0;0;0;0;0;2;0;49.2;0;0.874;2980;Rosebo;1502;Svensbo lövskog;"";Leucorrhinia caudalis (bred kärrtrollslända, LC, bil. IV, fridlyst, 2017);509817;6428085;15.16605;57.99427
305;3;"Bevaka; begär tillsyn om avverkning inte skett";A 12188-2026;NORRKÖPING;Avverkning tillåten: äldre anmälan;Hög;60.8;2026-03-05;-143;2031-03-04;7.7;7.76334237101455;Föryngringsavverkning;Normal skog;FALSE;TRUE;"rödlistad/bilaga IV-fridlyst art inom området (6/8 §); hög skog >= 20 m på 87 %";0;1;0;0;1;14;0;44.3;0;0.873;2412;Djupviksbäcken;627;Nävsjömossen;Corallorhiza trifida (korallrot, LC, fridlyst, 2017);"Sparassis crispa (blomkålssvamp, LC, 2025); Odontoschisma denudatum (kornknutmossa, LC, 2025); Porodaedalea pini (tallticka, NT, 2025)";597260;6503802;16.67666;58.66352
306;3;"Bevaka; begär tillsyn om avverkning inte skett";A 4644-2024;FINSPÅNG;Avverkning tillåten: äldre anmälan;Hög;60.3;2024-02-06;-901;2029-02-04;5.3;5.33830277998422;Föryngringsavverkning;Normal skog;FALSE;TRUE;"allmän fridlyst art (t.ex. orkidé) inom 150 m, ej utlösande; prioriterad fågelart inom området (4 §); hög skog >= 20 m på 97 %";0;0;1;0;1;10;0;58.9;0.062;0.969;7031;Mjälnäs sumpskog;2564;Ändebol;Aquila chrysaetos (kungsörn, NT, prio. fågel, 2021);"Hepatica nobilis (blåsippa, LC, fridlyst, 2024); Fraxinus excelsior (ask, EN, 2024); Daphne mezereum (tibast, LC, 2024); Hygrocybe cantharellus (kantarellvaxing, LC, 2017); Hygrocybe ceracea (sprödvaxing, LC, 2017); Hygrocybe chlorophana (gulvaxing, LC, 2017); Hygrocybe coccinea (blodvaxing, LC, 2017); Hygrocybe conica (toppvaxing, LC, 2017); Hygrocybe punicea (scharlakansvaxing, NT, 2017)";565292;6524275;16.13168;58.85335
307;3;"Bevaka; begär tillsyn om avverkning inte skett";A 32069-2022;ÅTVIDABERG;Avverkning tillåten: äldre anmälan;Hög;60.1;2022-08-05;-1451;2027-08-04;0.1;0.130552710803738;Föryngringsavverkning;Normal skog;FALSE;TRUE;"nyckelbiotop överlappar; hög skoglig naturvärdessannolikhet (HCVF 73); hög skog >= 20 m på 100 %";0;0;0;0;0;18;0.999040670196223;72.7;0;1;5864;Herrsätter;909;Långdalsgölen;"";"";561549;6464594;16.05063;58.31799
308;3;"Bevaka; begär tillsyn om avverkning inte skett";A 33604-2022;ÅTVIDABERG;Avverkning tillåten: äldre anmälan;Hög;60;2022-08-16;-1440;2027-08-15;0;0.031389478749386;Föryngringsavverkning;Normal skog;FALSE;TRUE;"nyckelbiotop överlappar; hög skoglig naturvärdessannolikhet (HCVF 73); hög skog >= 20 m på 100 %";0;0;0;0;0;16;0.861835700507768;73;0;1;5809;Herrsätter;853;Långdalsgölen;"";"";561568;6464438;16.05091;58.31659
309;3;"Bevaka; begär tillsyn om avverkning inte skett";A 31582-2023;NORRKÖPING;Avverkning tillåten: äldre anmälan;Hög;59.9;2023-07-10;-1112;2028-07-08;0.9;0.898175889999978;Föryngringsavverkning;Normal skog;FALSE;TRUE;"allmän fridlyst art (t.ex. orkidé) inom 150 m, ej utlösande; prioriterad fågelart inom området (4 §); hög skog >= 20 m på 94 %; Natura 2000 inom 78 m (Nybygget-Duvhult)";0;0;1;0;1;92;0;26.3;0;0.944;78;Nybygget-Duvhult;1286;Sätramarken;Tetrao urogallus (tjäder, LC, prio. fågel, 2023);"Anguis fragilis (kopparödla, LC, fridlyst, 2026); Lycopodium clavatum (mattlummer, LC, fridlyst, 2026); Platanthera chlorantha (grönvit nattviol, LC, fridlyst, 2026); Haliaeetus albicilla (havsörn, LC, prio. fågel, 2024); Sparassis crispa (blomkålssvamp, LC, 2018); Hypochaeris maculata (slåtterfibbla, NT, 2026); Trifolium aureum (gullklöver, NT, 2025)";562611;6508521;16.08081;58.71229
310;3;"Bevaka; begär tillsyn om avverkning inte skett";A 30324-2024;SÖDERKÖPING;Avverkning tillåten: äldre anmälan;Hög;59.9;2024-07-17;-739;2029-07-16;10.7;10.9288130400046;Föryngringsavverkning;Normal skog;FALSE;TRUE;"prioriterad fågelart inom området (4 §); hög skog >= 20 m på 79 %";0;0;1;0;1;3;0;39.6;0;0.788;2049;Passdalsån;1960;Ramshults tallskogar;Caprimulgus europaeus (nattskärra, LC, prio. fågel, 2023);"Tetrao urogallus (tjäder, LC, prio. fågel, 2015); Leucobryum glaucum (blåmossa, LC, 2015)";596570;6464024;16.64796;58.30657
311;3;"Bevaka; begär tillsyn om avverkning inte skett";A 6175-2022;FINSPÅNG;Avverkning tillåten: äldre anmälan;Hög;59.8;2022-02-07;-1630;2027-02-06;3.8;3.82298704949999;Föryngringsavverkning;Normal skog;FALSE;TRUE;"allmän fridlyst art (t.ex. orkidé) inom 150 m, ej utlösande; hög skoglig naturvärdessannolikhet (HCVF 92); hög skog >= 20 m på 100 %";0;0;0;0;6;23;0;92.4;0.132;0.999;1346;Prästängsuddens lövskog;1346;Prästängsuddens lövskog;"Hepatica nobilis (blåsippa, LC, fridlyst, 2022); Odontoschisma denudatum (kornknutmossa, LC, 2022); Pyrola chlorantha (grönpyrola, LC, 2022); Tomicus minor (mindre märgborre, LC, 2022); Fomitiporia robusta (ekticka, NT, 2022); Porodaedalea pini (tallticka, NT, 2026)";"Scolytus ratzeburgii (björksplintborre, LC, 2022); Antitrichia curtipendula (fällmossa, LC, 2026); Dicranum flagellare (flagellkvastmossa, LC, 2022); Oxyporus corticola (barkticka, LC, 2026); Phaeolus schweinitzii (grovticka, LC, 2022); Hydnellum ferrugineum (dropptaggsvamp, NT, 2022); Phellinidium ferrugineofuscum (ullticka, NT, 2019)";552427;6532628;15.9107;58.93012
312;3;"Bevaka; begär tillsyn om avverkning inte skett";A 60171-2023;NORRKÖPING;Avverkning tillåten: äldre anmälan;Hög;59.7;2023-11-28;-971;2028-11-26;0.8;1.66872753000935;Avverkning för att bevara och utveckla /försöksver;Normal skog;FALSE;TRUE;"rödlistad/bilaga IV-fridlyst art inom 150 m (6/8 §, buffertzon); hög skog >= 20 m på 97 %";0;0;0;0;2;20;0;58.4;0;0.97;939;Nybygget-Duvhult;2714;Sätramarken;"Sparassis crispa (blomkålssvamp, LC, 2024); Porodaedalea pini (tallticka, NT, 2024)";"Goodyera repens (knärot, VU, fridlyst, 2025); Cardamine flexuosa (skogsbräsma, LC, 2013); Cossus cossus (större träfjäril, LC, 2020)";563016;6509951;16.08821;58.72507
313;3;"Bevaka; begär tillsyn om avverkning inte skett";A 28395-2024;FINSPÅNG;Avverkning tillåten: äldre anmälan;Hög;59.6;2024-07-04;-752;2029-07-03;0.6;0.587043940007262;Föryngringsavverkning;Normal skog;FALSE;TRUE;"allmän fridlyst art (t.ex. orkidé) inom 150 m, ej utlösande; prioriterad fågelart inom området (4 §); hög skog >= 20 m på 73 %";0;0;1;0;2;16;0;11.2;0;0.727;2442;Magnehults domänreservat;2383;Magnehults domänreservat;"Dactylorhiza maculata (fläcknycklar, LC, fridlyst, 2021); Poecile montanus (talltita, NT, prio. fågel, 2021)";"Tetrao urogallus (tjäder, LC, prio. fågel, 2025); Emberiza citrinella (gulsparv, NT, prio. fågel, 2021); Sarcodon squamosus (motaggsvamp, NT, 2025); Cladonia parasitica (dvärgbägarlav, NT, 2025)";561517;6521052;16.06537;58.82497
314;3;"Bevaka; begär tillsyn om avverkning inte skett";A 19566-2022;BOXHOLM;Avverkning tillåten: äldre anmälan;Hög;59.2;2022-05-12;-1536;2027-05-11;2.2;2.23585406654961;Föryngringsavverkning;Normal skog;FALSE;TRUE;"prioriterad fågelart inom området (4 §); hög skog >= 20 m på 97 %";0;0;1;0;1;35;0;8.2;0.002;0.968;3153;Rinnamyren;3513;Åsabackarna;Emberiza citrinella (gulsparv, NT, prio. fågel, 2026);"Grus grus (trana, LC, prio. fågel, 2026); Turdus iliacus (rödvingetrast, NT, prio. fågel, 2026); Crepis tectorum (klofibbla, NT, 2012); Trifolium aureum (gullklöver, NT, 2012)";498321;6457607;14.97139;58.25955
315;3;"Bevaka; begär tillsyn om avverkning inte skett";A 40315-2024;LINKÖPING;Avverkning tillåten: äldre anmälan;Hög;59;2024-09-19;-675;2029-09-18;15.4;15.8404500000009;Föryngringsavverkning;Normal skog;FALSE;TRUE;"prioriterad fågelart inom 150 m (4 §); hotad art (CR/EN/VU) inom området; hög skog >= 20 m på 93 %";0;0;0;1;1;12;0;46.9;0;0.934;3411;Älgbosätter;4630;Västerby lövskogar;Ulmus glabra (skogsalm, EN, 2019);Milvus milvus (röd glada, LC, prio. fågel, 2024);533012;6457130;15.56248;58.25403
316;3;"Bevaka; begär tillsyn om avverkning inte skett";A 12279-2026;NORRKÖPING;Avverkning tillåten: äldre anmälan;Hög;58.9;2026-03-06;-142;2031-03-05;7.2;6.93626631650515;Föryngringsavverkning;Normal skog;FALSE;TRUE;"rödlistad/bilaga IV-fridlyst art inom 150 m (6/8 §, buffertzon); prioriterad fågelart inom 150 m (4 §); hög skog >= 20 m på 71 %";0;0;0;0;1;31;0;37.8;0.002;0.713;5031;Jonsberg;5177;Stora Rimmö;Porodaedalea pini (tallticka, NT, 2026);"Lucanus cervus (ekoxe, LC, fridlyst, 2026); Dryocopus martius (spillkråka, LC, prio. fågel, 2026)";608197;6483828;16.85558;58.48164
317;3;"Bevaka; begär tillsyn om avverkning inte skett";A 38913-2025;NORRKÖPING;Avverkning tillåten: äldre anmälan;Hög;58.8;2025-08-18;-342;2030-08-17;0.8;0.836019615000929;Föryngringsavverkning;Normal skog;FALSE;TRUE;"prioriterad fågelart inom 150 m (4 §); hög skoglig naturvärdessannolikhet (HCVF 74); hög skog >= 20 m på 95 %; Natura 2000 inom 57 m (Rödgölen-Svartgölen)";0;0;0;0;0;49;0;73.7;0.027;0.954;57;Rödgölen-Svartgölen;20;Rödgölen;"";"Ficedula parva (mindre flugsnappare, LC, prio. fågel, 2026); Motacilla alba (sädesärla, NT, prio. fågel, 2026)";565730;6504809;16.13357;58.6785
318;3;"Bevaka; begär tillsyn om avverkning inte skett";A 11597-2026;ÅTVIDABERG;Avverkning tillåten: äldre anmälan;Hög;58.8;2026-03-03;-145;2031-03-02;0.5;0.787062560001246;Föryngringsavverkning;Normal skog;FALSE;TRUE;"rödlistad/bilaga IV-fridlyst art inom 150 m (6/8 §, buffertzon); prioriterad fågelart inom 150 m (4 §); hög skog >= 20 m på 60 %";0;0;0;0;0;26;0;20.1;0;0.601;3989;Vegalla;260;Ekhammarviken;"";"Goodyera repens (knärot, VU, fridlyst, 2026); Dryocopus martius (spillkråka, LC, prio. fågel, 2026); Leucobryum glaucum (blåmossa, LC, 2026); Tomicus minor (mindre märgborre, LC, 2026); Cladonia parasitica (dvärgbägarlav, NT, 2026); Hertelidea botryosa (vedskivlav, NT, 2026); Porodaedalea pini (tallticka, NT, 2026)";565191;6465431;16.11302;58.32498
319;3;"Bevaka; begär tillsyn om avverkning inte skett";A 32060-2022;ÅTVIDABERG;Avverkning tillåten: äldre anmälan;Hög;58.4;2022-08-05;-1451;2027-08-04;0.1;0.382946760098543;Föryngringsavverkning;Normal skog;FALSE;TRUE;"rödlistad/bilaga IV-fridlyst art inom 150 m (6/8 §, buffertzon); prioriterad fågelart inom 150 m (4 §); hög skog >= 20 m på 100 %";0;0;0;0;0;90;0;50.2;0;1;6595;Herrsätter;388;Långdalsgölen;"";"Epipactis atrorubens (purpurknipprot, LC, fridlyst, 2026); Goodyera repens (knärot, VU, fridlyst, 2026); Dryocopus martius (spillkråka, LC, prio. fågel, 2026); Tetrao urogallus (tjäder, LC, prio. fågel, 2026); Haliaeetus albicilla (havsörn, LC, prio. fågel, 2026); Tetrastes bonasia (järpe, LC, prio. fågel, 2024); Poecile montanus (talltita, NT, prio. fågel, 2026); Dryobates minor (mindre hackspett, NT, prio. fågel, 2026); Cacotemnus thomsoni (thomsons trägnagare, LC, 2025); Homalia trichomanoides (trubbfjädermossa, LC, 2026); Dicranodontium denudatum (skuggmossa, LC, 2017); Dicranum flagellare (flagellkvastmossa, LC, 2017)";562273;6464846;16.06305;58.32015
320;3;"Bevaka; begär tillsyn om avverkning inte skett";A 32066-2022;ÅTVIDABERG;Avverkning tillåten: äldre anmälan;Hög;58.3;2022-08-05;-1451;2027-08-04;0.3;0.265703251346387;Föryngringsavverkning;Normal skog;FALSE;TRUE;"rödlistad/bilaga IV-fridlyst art inom 150 m (6/8 §, buffertzon); prioriterad fågelart inom 150 m (4 §); hög skog >= 20 m på 95 %";0;0;0;0;0;73;0;43.1;0;0.949;6517;Herrsätter;221;Långdalsgölen;"";"Epipactis atrorubens (purpurknipprot, LC, fridlyst, 2026); Goodyera repens (knärot, VU, fridlyst, 2026); Dryocopus martius (spillkråka, LC, prio. fågel, 2026); Dryobates minor (mindre hackspett, NT, prio. fågel, 2026); Bryoria furcellata (nästlav, LC, 2017); Leucobryum glaucum (blåmossa, LC, 2026); Calicium denigratum (blanksvart spiklav, NT, 2017); Crossocalyx hellerianus (vedtrappmossa, NT, 2021); Felipes leucopellaeus (kattfotslav, NT, 2026); Hertelidea botryosa (vedskivlav, NT, 2026); Hypogymnia vittata (skuggblåslav, NT, 2025); Phellinidium ferrugineofuscum (ullticka, NT, 2026)";562356;6464486;16.06437;58.31691
321;3;"Bevaka; begär tillsyn om avverkning inte skett";A 70-2024;LINKÖPING;Avverkning tillåten: äldre anmälan;Hög;58.3;2024-01-02;-936;2028-12-31;1.3;1.26013493999403;Föryngringsavverkning;Normal skog;FALSE;TRUE;"rödlistad/bilaga IV-fridlyst art inom 150 m (6/8 §, buffertzon); prioriterad fågelart inom 150 m (4 §); ädellövskog 26 %; hög skog >= 20 m på 94 %";0;0;0;0;0;41;0;48.4;0.256;0.944;1331;Västerby;1331;Västerby lövskogar;"";"Lucanus cervus (ekoxe, LC, fridlyst, 2026); Dryocopus martius (spillkråka, LC, prio. fågel, 2023); Leucobryum glaucum (blåmossa, LC, 2022)";540653;6457920;15.6928;58.26049
322;3;"Bevaka; begär tillsyn om avverkning inte skett";A 25996-2025;LINKÖPING;Avverkning tillåten: äldre anmälan;Hög;58.2;2025-05-27;-425;2030-05-26;3.2;3.18835294273754;Föryngringsavverkning;Normal skog;FALSE;TRUE;"art i bilaga IV inom 150 m (4 a §); rödlistad/bilaga IV-fridlyst art inom 150 m (6/8 §, buffertzon); hög skog >= 20 m på 93 %";0;0;0;0;0;17;0;47.6;0.003;0.926;6270;Tolefors-Lagerlunda;7398;Tinnerö eklandskap;"";"Triturus cristatus (större vattensalamander, LC, bil. IV, fridlyst, 2021); Platanthera chlorantha (grönvit nattviol, LC, fridlyst, 2026); Hygrocybe ceracea (sprödvaxing, LC, 2014); Hygrocybe chlorophana (gulvaxing, LC, 2014); Hygrocybe coccinea (blodvaxing, LC, 2014); Hygrocybe punicea (scharlakansvaxing, NT, 2014); Polygala vulgaris (jungfrulin, NT, 2021); Scorzonera humilis (svinrot, NT, 2021)";528035;6465932;15.47875;58.33342
323;3;"Bevaka; begär tillsyn om avverkning inte skett";A 9696-2025;NORRKÖPING;Avverkning tillåten: äldre anmälan;Hög;58;2025-02-28;-513;2030-02-27;3.4;3.99674366501064;Föryngringsavverkning;Normal skog;FALSE;TRUE;"prioriterad fågelart inom 150 m (4 §); hotad art (CR/EN/VU) inom området; hög skog >= 20 m på 79 %";0;0;0;1;1;10;0;51.3;0.059;0.787;1522;Glotternskogen;1522;Glotternskogen;Lynx lynx (lo, VU, 2019);"Grus grus (trana, LC, prio. fågel, 2019); Motacilla alba (sädesärla, NT, prio. fågel, 2019); Hieracium adampliatum (östgötafibbla, VU, 2022)";567826;6511065;16.17159;58.73435
324;3;"Bevaka; begär tillsyn om avverkning inte skett";A 68936-2021;NORRKÖPING;Avverkning tillåten: äldre anmälan;Hög;57.8;2021-11-30;-1699;2026-11-29;0.8;0.839960725001915;Föryngringsavverkning;Normal skog;FALSE;TRUE;"prioriterad fågelart inom området (4 §); hotad art (CR/EN/VU) inom området; hög skog >= 20 m på 87 %";0;0;1;1;1;23;0;28.9;0;0.874;5223;Glotternskogen;5223;Glotternskogen;Aegolius funereus (pärluggla, EN, prio. fågel, 2017);"";565498;6513932;16.13222;58.76046
325;3;"Bevaka; begär tillsyn om avverkning inte skett";A 17769-2026;FINSPÅNG;Avverkning tillåten: äldre anmälan;Hög;57.7;2026-04-10;-107;2031-04-09;0.7;0.734481722041592;Föryngringsavverkning;Normal skog;FALSE;TRUE;"allmän fridlyst art (t.ex. orkidé) inom 150 m, ej utlösande; hotad art (CR/EN/VU) inom området; ädellövskog 89 %; hög skog >= 20 m på 100 %";0;0;0;1;1;16;0;40.3;0.89;1;3163;Tyresfall;1718;Regnaholms lövskog;Cyaniris semiargus (ängsblåvinge, VU, 2007);"Hepatica nobilis (blåsippa, LC, fridlyst, 2023); Fraxinus excelsior (ask, EN, 2023)";539825;6527970;15.69098;58.88965
326;3;"Bevaka; begär tillsyn om avverkning inte skett";A 46763-2025;VALDEMARSVIK;Avverkning tillåten: äldre anmälan;Hög;57.5;2025-09-26;-303;2030-09-25;1.5;1.51641261019884;Föryngringsavverkning;Normal skog;FALSE;TRUE;"rödlistad/bilaga IV-fridlyst art inom 150 m (6/8 §, buffertzon); hög skog >= 20 m på 98 %; Natura 2000 inom 424 m (Harsbo-Sverkersholm)";0;0;0;0;0;4;0;51.9;0;0.983;424;Harsbo-Sverkersholm;424;Harsbo-Sverkersholm;"";"Lycopodium clavatum (mattlummer, LC, fridlyst, 2025); Goodyera repens (knärot, VU, fridlyst, 2025); Herzogiella seligeri (stubbspretmossa, LC, 2025)";576200;6470053;16.30245;58.36471
327;3;"Bevaka; begär tillsyn om avverkning inte skett";A 11752-2026;ÅTVIDABERG;Avverkning tillåten: äldre anmälan;Hög;57.3;2026-03-03;-145;2031-03-02;7.3;7.31821109065879;Föryngringsavverkning;Normal skog;FALSE;TRUE;"rödlistad/bilaga IV-fridlyst art inom 150 m (6/8 §, buffertzon); hög skoglig naturvärdessannolikhet (HCVF 88); hög skog >= 20 m på 99 %";0;0;0;0;0;16;0;87.8;0.005;0.993;818;Åtvidsnäs;818;Åtvidsnäs;"";"Anguis fragilis (kopparödla, LC, fridlyst, 2025); Lucanus cervus (ekoxe, LC, fridlyst, 2020)";562284;6450274;16.05933;58.18929
328;3;"Bevaka; begär tillsyn om avverkning inte skett";A 25168-2022;ÅTVIDABERG;Avverkning tillåten: äldre anmälan;Hög;57;2022-06-17;-1500;2027-06-16;0.6;1.04215989654742;Föryngringsavverkning;Normal skog;FALSE;TRUE;"rödlistad/bilaga IV-fridlyst art inom 150 m (6/8 §, buffertzon); hög skoglig naturvärdessannolikhet (HCVF 71); hög skog >= 20 m på 86 %";0;0;0;0;0;26;0;71;0;0.855;2619;Ekhultebergen;280;Åsen;"";"Hepatica nobilis (blåsippa, LC, fridlyst, 2011); Lucanus cervus (ekoxe, LC, fridlyst, 2020); Alleniella complanata (platt fjädermossa, LC, 2011); Antitrichia curtipendula (fällmossa, LC, 2011)";575000;6448179;16.27487;58.1685
329;3;"Bevaka; begär tillsyn om avverkning inte skett";A 9155-2025;YDRE;Avverkning tillåten: äldre anmälan;Hög;57;2025-02-26;-515;2030-02-25;1;1.01892081499776;Föryngringsavverkning;Normal skog;FALSE;TRUE;"rödlistad/bilaga IV-fridlyst art inom 150 m (6/8 §, buffertzon); hög skog >= 20 m på 89 %; Natura 2000 inom 145 m (Rocks mosse)";0;0;0;0;0;5;0;39.5;0.018;0.892;145;Rocks mosse;145;Rocks mosse;"";"Pulsatilla vulgaris (backsippa, VU, fridlyst, 2015); Fraxinus excelsior (ask, EN, 2015); Trifolium aureum (gullklöver, NT, 2015); Porodaedalea pini (tallticka, NT, 2007)";520993;6423189;15.35466;57.94992
330;3;"Bevaka; begär tillsyn om avverkning inte skett";A 25171-2022;ÅTVIDABERG;Avverkning tillåten: äldre anmälan;Hög;56.9;2022-06-17;-1500;2027-06-16;0.9;0.94985158680222;Föryngringsavverkning;Normal skog;FALSE;TRUE;"rödlistad/bilaga IV-fridlyst art inom 150 m (6/8 §, buffertzon); hög skoglig naturvärdessannolikhet (HCVF 73); hög skog >= 20 m på 100 %";0;0;0;0;0;21;0;72.7;0;0.999;2667;Ekhultebergen;308;Åsen;"";"Hepatica nobilis (blåsippa, LC, fridlyst, 2011); Lucanus cervus (ekoxe, LC, fridlyst, 2020); Alleniella complanata (platt fjädermossa, LC, 2011); Antitrichia curtipendula (fällmossa, LC, 2011)";574982;6448227;16.27459;58.16894
